CMPLNT_FR_DT,OFNS_DESC,BORO_NM,LAW_CAT_CD,Latitude,Longitude
03/08/2023,GRAND LARCENY,MANHATTAN,MISDEMEANOR,40.898203,-73.815292
10/16/2023,GRAND LARCENY,MANHATTAN,MISDEMEANOR,40.519066,-74.005153
01/19/2023,GRAND LARCENY,MANHATTAN,FELONY,40.512337,-74.024959
01/15/2023,GRAND LARCENY,MANHATTAN,FELONY,40.879837,-74.20401
12/23/2024,GRAND LARCENY,MANHATTAN,VIOLATION,40.612211,-73.856898
03/14/2024,GRAND LARCENY,MANHATTAN,MISDEMEANOR,40.706288,-73.962028
05/15/2025,GRAND LARCENY,MANHATTAN,FELONY,40.841063,-74.042258
07/22/2022,GRAND LARCENY,MANHATTAN,MISDEMEANOR,40.518125,-73.970019
10/07/2024,GRAND LARCENY,MANHATTAN,MISDEMEANOR,40.547198,-74.220466
02/21/2025,GRAND LARCENY,MANHATTAN,FELONY,40.500516,-74.192571
05/29/2025,GRAND LARCENY,MANHATTAN,FELONY,40.654433,-73.718764
07/13/2023,GRAND LARCENY,MANHATTAN,FELONY,40.83192,-74.000326
02/26/2025,GRAND LARCENY,MANHATTAN,FELONY,40.541267,-74.081038
08/22/2024,GRAND LARCENY,MANHATTAN,MISDEMEANOR,40.508376,-73.913379
10/31/2024,GRAND LARCENY,MANHATTAN,MISDEMEANOR,40.527353,-73.855519
03/18/2025,GRAND LARCENY,MANHATTAN,FELONY,40.602453,-73.969254
01/18/2023,GRAND LARCENY,MANHATTAN,FELONY,40.846184,-74.053833
05/07/2023,GRAND LARCENY,MANHATTAN,FELONY,40.743441,-74.003818
05/25/2024,GRAND LARCENY,MANHATTAN,MISDEMEANOR,40.783906,-73.978802
08/19/2024,GRAND LARCENY,MANHATTAN,VIOLATION,40.556021,-73.751066
01/26/2023,GRAND LARCENY,MANHATTAN,FELONY,40.848865,-73.888632
07/03/2025,GRAND LARCENY,MANHATTAN,FELONY,40.874772,-73.756837
04/07/2025,GRAND LARCENY,MANHATTAN,FELONY,40.833167,-73.735733
10/05/2022,GRAND LARCENY,MANHATTAN,FELONY,40.620168,-73.954215
04/13/2025,GRAND LARCENY,MANHATTAN,FELONY,40.630106,-73.933538
08/12/2023,GRAND LARCENY,MANHATTAN,FELONY,40.8021,-73.760964
01/03/2023,GRAND LARCENY,MANHATTAN,MISDEMEANOR,40.876308,-73.954943
08/09/2024,GRAND LARCENY,MANHATTAN,MISDEMEANOR,40.856489,-73.72471
09/26/2024,GRAND LARCENY,MANHATTAN,FELONY,40.887722,-73.77
05/07/2025,GRAND LARCENY,MANHATTAN,MISDEMEANOR,40.749652,-73.715292
07/13/2025,PETIT LARCENY,MANHATTAN,FELONY,40.608549,-74.064369
02/21/2025,PETIT LARCENY,MANHATTAN,FELONY,40.853487,-74.227699
01/24/2023,PETIT LARCENY,MANHATTAN,VIOLATION,40.725867,-74.123741
04/22/2025,PETIT LARCENY,MANHATTAN,MISDEMEANOR,40.538287,-73.795385
02/15/2025,PETIT LARCENY,MANHATTAN,FELONY,40.616544,-74.004707
01/07/2025,PETIT LARCENY,MANHATTAN,FELONY,40.503288,-73.784887
04/20/2024,PETIT LARCENY,MANHATTAN,MISDEMEANOR,40.563086,-74.116531
02/13/2024,PETIT LARCENY,MANHATTAN,FELONY,40.610012,-73.732172
07/11/2025,PETIT LARCENY,MANHATTAN,MISDEMEANOR,40.729324,-73.714196
12/26/2023,PETIT LARCENY,MANHATTAN,FELONY,40.536468,-74.038252
10/21/2024,PETIT LARCENY,MANHATTAN,VIOLATION,40.875022,-73.80503
12/14/2024,PETIT LARCENY,MANHATTAN,FELONY,40.847756,-73.711044
06/17/2025,PETIT LARCENY,MANHATTAN,MISDEMEANOR,40.527227,-73.881169
09/05/2022,PETIT LARCENY,MANHATTAN ,FELONY,40.819994,-74.19477
06/19/2024,PETIT LARCENY,MANHATTAN ,FELONY,40.683033,-74.131845
07/01/2023,PETIT LARCENY,MANHATTAN ,FELONY,40.576263,-73.850204
04/19/2025,PETIT LARCENY,MANHATTAN ,FELONY,40.50304,-73.724652
07/13/2024,PETIT LARCENY,MANHATTAN ,MISDEMEANOR,40.513476,-74.058249
09/07/2022,PETIT LARCENY,MANHATTAN ,MISDEMEANOR,40.625967,-73.963526
12/11/2024,PETIT LARCENY,MANHATTAN ,FELONY,40.825829,-73.910592
01/01/2025,PETIT LARCENY,MANHATTAN ,FELONY,40.696136,-74.065928
02/09/2025,PETIT LARCENY,MANHATTAN ,FELONY,40.569332,-74.229858
12/03/2022,PETIT LARCENY,MANHATTAN ,MISDEMEANOR,40.501325,-73.855266
08/09/2023,PETIT LARCENY,MANHATTAN ,MISDEMEANOR,40.8206,-73.920561
08/22/2022,PETIT LARCENY,MANHATTAN ,FELONY,40.843018,-74.12303
05/23/2025,PETIT LARCENY,MANHATTAN ,MISDEMEANOR,40.542277,-73.957624
11/19/2023,PETIT LARCENY,MANHATTAN ,MISDEMEANOR,40.737805,-73.731033
04/25/2023,PETIT LARCENY,MANHATTAN ,FELONY,40.578376,-73.854676
08/18/2022,PETIT LARCENY,MANHATTAN ,FELONY,40.599301,-73.888135
10/04/2022,PETIT LARCENY,MANHATTAN ,VIOLATION,40.755542,-73.932787
02/26/2024,PETIT LARCENY,MANHATTAN ,FELONY,40.731087,-73.810031
03/16/2024,PETIT LARCENY,MANHATTAN ,FELONY,40.665152,-74.009442
03/17/2024,PETIT LARCENY,MANHATTAN ,FELONY,40.713952,-73.97436
02/09/2023,PETIT LARCENY,MANHATTAN ,FELONY,40.816139,-73.993231
02/24/2024,PETIT LARCENY,MANHATTAN ,MISDEMEANOR,40.88242,-74.170411
03/04/2024,ROBBERY,MANHATTAN ,MISDEMEANOR,40.620977,-73.936353
05/02/2023,ROBBERY,MANHATTAN ,MISDEMEANOR,40.553081,-74.071849
01/11/2024,ROBBERY,MANHATTAN ,FELONY,40.504976,-73.729956
11/16/2023,ROBBERY,MANHATTAN ,FELONY,40.677288,-73.879188
04/29/2025,ROBBERY,MANHATTAN ,FELONY,40.535027,-74.023215
12/18/2023,ROBBERY,MANHATTAN ,MISDEMEANOR,40.87138,-73.792807
06/18/2023,ROBBERY,MANHATTAN ,MISDEMEANOR,40.811268,-73.768088
08/11/2024,ROBBERY,MANHATTAN ,MISDEMEANOR,40.792046,-74.199687
04/29/2023,ROBBERY,MANHATTAN ,MISDEMEANOR,40.898349,-74.069006
05/16/2024,ROBBERY,MANHATTAN ,FELONY,40.685037,-73.965746
11/02/2022,ROBBERY,MANHATTAN ,FELONY,40.873843,-73.933874
08/06/2023,ROBBERY,MANHATTAN ,FELONY,40.829557,-73.804107
10/09/2023,ROBBERY,MANHATTAN ,VIOLATION,40.754689,-74.135704
01/19/2023,ROBBERY,MANHATTAN ,FELONY,40.821747,-73.829302
10/25/2023,ROBBERY,MANHATTAN ,FELONY,40.884563,-73.707582
03/03/2024,ROBBERY,MANHATTAN ,VIOLATION,40.658362,-74.017488
04/17/2025,ROBBERY,MANHATTAN ,FELONY,40.684429,-74.145027
03/10/2024,ROBBERY,MANHATTAN ,MISDEMEANOR,40.881993,-74.02913
06/02/2025,ROBBERY,MANHATTAN ,VIOLATION,40.508714,-73.813019
10/22/2022,ROBBERY,MANHATTAN ,MISDEMEANOR,40.877013,-74.069945
09/27/2023,ROBBERY,MANHATTAN ,VIOLATION,40.771735,-73.865367
06/30/2025,ROBBERY,MANHATTAN ,FELONY,40.765825,-74.097922
11/19/2023,ROBBERY,MANHATTAN ,FELONY,40.561491,-73.765627
10/12/2023,ROBBERY,MANHATTAN ,MISDEMEANOR,40.602217,-74.179369
05/12/2025,ROBBERY,MANHATTAN ,FELONY,40.633374,-73.887654
12/10/2023,ROBBERY,MANHATTAN ,FELONY,40.537891,-73.872085
06/25/2024,ROBBERY,MANHATTAN ,MISDEMEANOR,40.766575,-74.203685
12/22/2023,ROBBERY,MANHATTAN ,VIOLATION,40.809179,-74.135975
12/09/2024,ROBBERY,MANHATTAN ,FELONY,40.537077,-73.774752
03/23/2025,ROBBERY,MANHATTAN ,MISDEMEANOR,40.563457,-74.151515
08/07/2023,ROBBERY,MANHATTAN ,MISDEMEANOR,40.777161,-73.840866
01/06/2025,ROBBERY,MANHATTAN ,MISDEMEANOR,40.759349,-74.075735
03/25/2024,ROBBERY,MANHATTAN ,MISDEMEANOR,40.628944,-74.212559
05/08/2023,ROBBERY,MANHATTAN ,FELONY,40.646568,-74.209065
09/16/2023,ROBBERY,MANHATTAN ,FELONY,40.866736,-73.976713
05/25/2023,ROBBERY,MANHATTAN ,VIOLATION,40.87735,-73.723279
05/23/2024,ROBBERY,MANHATTAN ,MISDEMEANOR,40.651306,-73.928683
02/22/2025,ROBBERY,MANHATTAN ,VIOLATION,40.555362,-74.031204
03/10/2023,ROBBERY,MANHATTAN ,FELONY,40.638286,-74.219287
06/19/2025,ROBBERY,MANHATTAN ,VIOLATION,40.587214,-74.170349
02/19/2024,ROBBERY,MANHATTAN ,FELONY,40.569837,-73.93298
04/05/2024,VANDALISM,MANHATTAN ,FELONY,40.836036,-73.859361
02/13/2024,VANDALISM,MANHATTAN ,MISDEMEANOR,40.532549,-73.72788
10/26/2023,VANDALISM,MANHATTAN ,MISDEMEANOR,40.560486,-74.237907
02/10/2023,VANDALISM,MANHATTAN ,MISDEMEANOR,40.626432,-73.729291
08/22/2024,VANDALISM,MANHATTAN ,MISDEMEANOR,40.758942,-74.137294
12/04/2023,VANDALISM,MANHATTAN ,FELONY,40.792768,-74.15725
04/20/2024,VANDALISM,MANHATTAN ,MISDEMEANOR,40.703197,-73.762732
09/21/2023,VANDALISM,MANHATTAN ,FELONY,40.873108,-73.903003
06/27/2024,VANDALISM,MANHATTAN ,FELONY,40.888014,-73.978995
08/27/2024,VANDALISM,MANHATTAN ,MISDEMEANOR,40.57773,-74.108654
12/15/2022,VANDALISM,MANHATTAN ,FELONY,40.743131,-73.714459
08/13/2024,VANDALISM,MANHATTAN ,MISDEMEANOR,40.678275,-73.95168
08/27/2022,VANDALISM,MANHATTAN ,MISDEMEANOR,40.54466,-74.227857
06/05/2025,VANDALISM,MANHATTAN ,MISDEMEANOR,40.879831,-73.881605
01/06/2023,VANDALISM,MANHATTAN ,MISDEMEANOR,40.790612,-73.911829
07/11/2023,VANDALISM,MANHATTAN ,FELONY,40.733093,-73.906097
03/16/2023,VANDALISM,MANHATTAN ,MISDEMEANOR,40.52135,-73.724547
03/30/2024,VANDALISM,MANHATTAN ,MISDEMEANOR,40.801749,-74.23107
07/06/2025,VANDALISM,MANHATTAN ,MISDEMEANOR,40.677798,-73.852137
02/08/2024,VANDALISM,MANHATTAN ,FELONY,40.640568,-74.24643
09/15/2022,VANDALISM,MANHATTAN ,MISDEMEANOR,40.503776,-73.735189
04/08/2023,VANDALISM,MANHATTAN ,MISDEMEANOR,40.602648,-74.036943
12/24/2022,VANDALISM,MANHATTAN ,FELONY,40.526932,-74.087429
08/12/2023,VANDALISM,MANHATTAN ,VIOLATION,40.586923,-73.796147
02/20/2024,VANDALISM,MANHATTAN ,MISDEMEANOR,40.713939,-74.04876
05/21/2024,VANDALISM,MANHATTAN ,FELONY,40.81687,-74.039292
03/03/2024,VANDALISM,MANHATTAN ,FELONY,40.72314,-73.870809
05/26/2025,VANDALISM,MANHATTAN ,VIOLATION,40.856851,-73.707112
11/21/2022,VANDALISM,MANHATTAN ,VIOLATION,40.855505,-74.145414
04/28/2025,VANDALISM,MANHATTAN ,MISDEMEANOR,40.66635,-74.053203
11/11/2023,VANDALISM,MANHATTAN ,VIOLATION,40.5069,-74.232151
04/10/2024,VANDALISM,MANHATTAN ,MISDEMEANOR,40.832446,-74.21906
12/06/2024,VANDALISM,MANHATTAN ,MISDEMEANOR,40.810337,-73.756748
04/22/2023,VANDALISM,MANHATTAN ,MISDEMEANOR,40.565717,-74.146195
11/13/2024,VANDALISM,MANHATTAN ,MISDEMEANOR,40.707723,-73.710558
10/06/2023,VANDALISM,MANHATTAN ,VIOLATION,40.527157,-73.968546
02/25/2023,VANDALISM,MANHATTAN ,VIOLATION,40.586008,-73.712744
07/17/2022,VEHICLE THEFT,MANHATTAN ,FELONY,40.865552,-73.810096
11/17/2022,VEHICLE THEFT,MANHATTAN ,FELONY,40.72259,-74.090599
06/05/2025,VEHICLE THEFT,MANHATTAN ,MISDEMEANOR,40.740483,-74.033409
04/06/2023,VEHICLE THEFT,MANHATTAN ,FELONY,40.546461,-74.247943
05/02/2025,VEHICLE THEFT,MANHATTAN ,MISDEMEANOR,40.641833,-73.937166
07/05/2025,VEHICLE THEFT,MANHATTAN ,FELONY,40.754269,-74.069287
06/11/2024,VEHICLE THEFT,MANHATTAN ,FELONY,40.727218,-73.872463
07/10/2025,VEHICLE THEFT,MANHATTAN ,MISDEMEANOR,40.841025,-74.170686
12/13/2024,VEHICLE THEFT,MANHATTAN ,MISDEMEANOR,40.792401,-73.71293
04/25/2024,VEHICLE THEFT,MANHATTAN ,MISDEMEANOR,40.741674,-74.161242
11/22/2022,VEHICLE THEFT,MANHATTAN ,MISDEMEANOR,40.662075,-74.121797
04/25/2023,VEHICLE THEFT,MANHATTAN ,MISDEMEANOR,40.516174,-74.198587
11/19/2022,VEHICLE THEFT,MANHATTAN ,MISDEMEANOR,40.870392,-74.125178
02/19/2024,VEHICLE THEFT,MANHATTAN ,FELONY,40.742862,-73.735367
10/14/2023,VEHICLE THEFT,MANHATTAN ,FELONY,40.623319,-73.796545
05/19/2025,VEHICLE THEFT,MANHATTAN ,MISDEMEANOR,40.74533,-74.027823
09/15/2024,VEHICLE THEFT,MANHATTAN ,FELONY,40.794871,-73.836864
08/22/2023,VEHICLE THEFT,MANHATTAN ,FELONY,40.535239,-73.895855
02/14/2023,VEHICLE THEFT,MANHATTAN ,MISDEMEANOR,40.520831,-73.702707
03/06/2024,VEHICLE THEFT,MANHATTAN ,MISDEMEANOR,40.770795,-74.210487
01/09/2025,VEHICLE THEFT,MANHATTAN ,MISDEMEANOR,40.733823,-73.788071
05/11/2024,VEHICLE THEFT,MANHATTAN ,FELONY,40.582069,-73.869874
06/13/2024,VEHICLE THEFT,MANHATTAN ,FELONY,40.75491,-73.822656
06/23/2025,VEHICLE THEFT,MANHATTAN ,MISDEMEANOR,40.585867,-73.927832
04/12/2023,VEHICLE THEFT,MANHATTAN ,MISDEMEANOR,40.524973,-74.03457
09/13/2022,VEHICLE THEFT,MANHATTAN ,FELONY,40.821143,-73.924846
09/27/2024,VEHICLE THEFT,MANHATTAN ,FELONY,40.777652,-74.117822
04/13/2025,VEHICLE THEFT,MANHATTAN ,FELONY,40.683803,-74.026182
10/20/2022,VEHICLE THEFT,MANHATTAN ,MISDEMEANOR,40.584454,-74.246906
11/09/2023,VEHICLE THEFT,MANHATTAN ,FELONY,40.648834,-74.160791
11/17/2022,VEHICLE THEFT,MANHATTAN ,VIOLATION,40.775983,-74.090752
05/27/2025,VEHICLE THEFT,MANHATTAN ,MISDEMEANOR,40.526407,-74.207854
06/16/2025,VEHICLE THEFT,MANHATTAN ,MISDEMEANOR,40.874213,-73.806237
08/18/2022,VEHICLE THEFT,MANHATTAN ,FELONY,40.843947,-74.055154
12/28/2022,VEHICLE THEFT,MANHATTAN ,MISDEMEANOR,40.537228,-73.866451
02/15/2023,VEHICLE THEFT,MANHATTAN ,MISDEMEANOR,40.509921,-73.970681
10/09/2024,VEHICLE THEFT,MANHATTAN ,MISDEMEANOR,40.759359,-73.821218
05/31/2025,VEHICLE THEFT,MANHATTAN ,MISDEMEANOR,40.864346,-73.9576
03/20/2023,VEHICLE THEFT,MANHATTAN ,FELONY,40.5921,-74.076024
08/25/2022,VEHICLE THEFT,MANHATTAN ,FELONY,40.852511,-73.751361
04/11/2024,VEHICLE THEFT,MANHATTAN ,FELONY,40.821166,-74.198704
09/09/2022, ASSAULT,QUEENS,FELONY,40.67566,-74.007524
02/07/2023, ASSAULT,QUEENS,VIOLATION,40.826938,-73.770281
03/20/2025, ASSAULT,QUEENS,MISDEMEANOR,40.629406,-73.708059
03/02/2024, ASSAULT,QUEENS,FELONY,40.880273,-73.961919
10/19/2023, ASSAULT,QUEENS,FELONY,40.602643,-73.753447
06/16/2025, ASSAULT,QUEENS,VIOLATION,40.894585,-73.726662
10/19/2023, ASSAULT,QUEENS,MISDEMEANOR,40.823082,-74.249548
08/16/2022, ASSAULT,QUEENS,VIOLATION,40.510746,-73.956531
08/05/2023, ASSAULT,QUEENS,FELONY,40.763323,-74.23803
08/16/2022, BURGLARY,QUEENS,MISDEMEANOR,40.624988,-74.186729
06/16/2023, BURGLARY,QUEENS,FELONY,40.874033,-73.885661
05/01/2024, BURGLARY,QUEENS,MISDEMEANOR,40.548432,-74.176311
08/21/2023, BURGLARY,QUEENS,MISDEMEANOR,40.561739,-73.803637
02/06/2023, BURGLARY,QUEENS,FELONY,40.866665,-74.12207
11/06/2022, BURGLARY,QUEENS,MISDEMEANOR,40.819289,-73.832657
02/02/2025, DRUG POSSESSION,QUEENS,VIOLATION,40.568795,-74.241451
10/25/2022, DRUG POSSESSION,QUEENS,FELONY,40.810161,-74.147422
03/03/2024, DRUG POSSESSION,QUEENS,FELONY,40.72684,-74.212534
03/27/2023, DRUG POSSESSION,QUEENS,MISDEMEANOR,40.50115,-73.910837
11/02/2022, DRUG POSSESSION,QUEENS,FELONY,40.795735,-73.794879
09/25/2022, DRUG POSSESSION,QUEENS,MISDEMEANOR,40.523253,-74.104325
02/09/2024, DRUG POSSESSION,QUEENS,FELONY,40.746499,-74.135174
11/11/2022, FRAUD,QUEENS,MISDEMEANOR,40.8443,-74.189903
02/24/2025, FRAUD,QUEENS,FELONY,40.816793,-74.019665
05/16/2025, FRAUD,QUEENS,MISDEMEANOR,40.679949,-74.114677
12/02/2023, FRAUD,QUEENS,MISDEMEANOR,40.81081,-74.001178
11/21/2024, FRAUD,QUEENS,MISDEMEANOR,40.816796,-73.930576
10/15/2024, FRAUD,QUEENS,MISDEMEANOR,40.797924,-73.753716
10/08/2023, GRAND LARCENY,QUEENS,MISDEMEANOR,40.86485,-74.007226
07/22/2023, GRAND LARCENY,QUEENS,FELONY,40.660217,-74.249638
06/10/2025, GRAND LARCENY,QUEENS,FELONY,40.873088,-73.750299
03/15/2023, GRAND LARCENY,QUEENS,VIOLATION,40.557933,-73.852939
02/23/2023, GRAND LARCENY,QUEENS,VIOLATION,40.735677,-74.069484
02/21/2024, GRAND LARCENY,QUEENS,FELONY,40.573616,-74.14154
04/10/2024, GRAND LARCENY,QUEENS,MISDEMEANOR,40.890881,-73.749584
02/24/2024, PETIT LARCENY,QUEENS,FELONY,40.795206,-73.734632
09/06/2022, PETIT LARCENY,QUEENS,FELONY,40.557983,-74.235555
03/10/2024, PETIT LARCENY,QUEENS,MISDEMEANOR,40.723161,-73.877222
07/27/2022, PETIT LARCENY,QUEENS,FELONY,40.56222,-73.809715
02/20/2024, PETIT LARCENY,QUEENS,FELONY,40.507154,-73.84707
11/05/2024, ROBBERY,QUEENS,MISDEMEANOR,40.656008,-73.852937
06/20/2023, ROBBERY,QUEENS,MISDEMEANOR,40.706499,-73.9335
02/12/2024, ROBBERY,QUEENS,MISDEMEANOR,40.584919,-74.20097
02/29/2024, ROBBERY,QUEENS,FELONY,40.707709,-73.711457
09/08/2022, ROBBERY,QUEENS,FELONY,40.500469,-73.906398
01/05/2024, ROBBERY,QUEENS,MISDEMEANOR,40.898301,-73.893293
05/14/2023, ROBBERY,QUEENS,FELONY,40.895386,-73.737354
03/08/2025, ROBBERY,QUEENS,VIOLATION,40.799544,-74.19569
07/21/2022, ROBBERY,QUEENS,FELONY,40.891257,-73.941811
11/15/2024, VANDALISM,QUEENS,FELONY,40.632803,-74.033256
02/09/2025, VANDALISM,QUEENS,VIOLATION,40.567409,-74.204663
10/04/2023, VEHICLE THEFT,QUEENS,MISDEMEANOR,40.561603,-73.878981
08/16/2022, VEHICLE THEFT,QUEENS,FELONY,40.777382,-74.166133
09/04/2022, VEHICLE THEFT,QUEENS,MISDEMEANOR,40.876952,-73.972027
01/29/2023, VEHICLE THEFT,QUEENS,MISDEMEANOR,40.669737,-73.994746
01/14/2024, VEHICLE THEFT,QUEENS,VIOLATION,40.505709,-73.787601
03/31/2025, VEHICLE THEFT,QUEENS,MISDEMEANOR,40.636024,-73.704885
09/16/2022,ASSAULT,QUEENS,FELONY,40.537932,-73.810329
01/16/2024,ASSAULT,QUEENS,MISDEMEANOR,40.546885,-73.74322
11/20/2024,ASSAULT,QUEENS,FELONY,40.665767,-73.892042
10/20/2022,ASSAULT1,QUEENS,FELONY,40.85888,-74.010601
01/17/2025,ASSAULT1,QUEENS,VIOLATION,40.870743,-74.025476
03/07/2023,ASSAULT1,QUEENS,VIOLATION,40.539729,-73.941318
12/08/2022,ASSAULT1,QUEENS,MISDEMEANOR,40.857834,-73.714388
08/01/2024,ASSAULT1,QUEENS,MISDEMEANOR,40.64681,-73.719973
09/24/2023,ASSAULT,QUEENS,FELONY,40.532363,-73.811868
03/25/2024,ASSAULT,QUEENS,FELONY,40.861892,-73.816232
09/09/2022,ASSAULT,QUEENS,FELONY,40.730774,-73.810466
01/28/2024,ASSAULT,QUEENS,FELONY,40.715613,-73.851566
05/02/2023,ASSAULT,QUEENS,FELONY,40.614107,-73.76782
01/05/2025,ASSAULT,QUEENS,MISDEMEANOR,40.592505,-74.143307
07/20/2022,ASSAULT,QUEENS,VIOLATION,40.541187,-73.814497
03/05/2025,ASSAULT,QUEENS,MISDEMEANOR,40.766412,-74.197894
05/10/2025,ASSAULT,QUEENS,MISDEMEANOR,40.738362,-74.182167
02/21/2023,ASSAULT,QUEENS,FELONY,40.684342,-73.96522
08/12/2023,ASSAULT,QUEENS,MISDEMEANOR,40.588989,-73.746614
12/07/2023,ASSAULT,QUEENS,VIOLATION,40.617086,-73.734865
09/26/2022,ASSAULT,QUEENS,MISDEMEANOR,40.562874,-74.247703
01/02/2024,ASSAULT,QUEENS,MISDEMEANOR,40.532525,-73.889844
04/18/2025,ASSAULT,QUEENS,FELONY,40.71123,-73.890698
12/24/2022,ASSAULT,QUEENS,FELONY,40.584831,-74.056331
02/13/2025,ASSAULT,QUEENS,FELONY,40.506234,-74.106469
03/12/2024,ASSAULT,QUEENS,FELONY,40.80757,-73.715827
05/25/2025,ASSAULT,QUEENS,MISDEMEANOR,40.703823,-74.049047
06/29/2025,ASSAULT,QUEENS,FELONY,40.88243,-73.86528
06/03/2025,ASSAULT,QUEENS,FELONY,40.840911,-73.872761
12/11/2024,ASSAULT,QUEENS,MISDEMEANOR,40.734278,-73.862854
04/05/2023,ASSAULT,QUEENS,FELONY,40.546298,-74.008252
09/02/2022,ASSAULT,QUEENS,FELONY,40.894819,-73.949065
08/26/2023,ASSAULT,QUEENS,VIOLATION,40.664955,-73.77106
03/17/2025,ASSAULT,QUEENS,MISDEMEANOR,40.562919,-73.785973
09/12/2024,ASSAULT,QUEENS,FELONY,40.824091,-73.895852
12/10/2023,BURGLARY,QUEENS,FELONY,40.528789,-74.084416
02/20/2025,BURGLARY,QUEENS,FELONY,40.708346,-73.892069
08/19/2024,BURGLARY,QUEENS,FELONY,40.742218,-74.165367
08/09/2024,BURGLARY,QUEENS,FELONY,40.848519,-73.880099
11/01/2022,BURGLARY,QUEENS,FELONY,40.660742,-74.144913
01/11/2023,BURGLARY_dev,QUEENS,VIOLATION,40.785937,-74.099921
09/10/2023,BURGLARY_dev,QUEENS,MISDEMEANOR,40.70828,-73.776325
10/08/2023,BURGLARY_dev,QUEENS,FELONY,40.719138,-73.711419
11/22/2022,BURGLARY_dev,QUEENS,FELONY,40.828215,-73.789342
08/25/2023,BURGLARY_dev,QUEENS,FELONY,40.810618,-73.951785
06/27/2024,BURGLARY_dev,QUEENS,MISDEMEANOR,40.775453,-74.019122
11/26/2023,BURGLARY_dev,QUEENS,FELONY,40.55735,-73.790632
07/02/2024,BURGLARY_dev,QUEENS,FELONY,40.635389,-74.066087
04/02/2024,BURGLARY_dev,QUEENS,FELONY,40.618146,-74.002952
10/05/2022,BURGLARY_dev,QUEENS,FELONY,40.577438,-74.176023
05/02/2023,BURGLARY_dev,QUEENS,FELONY,40.868468,-74.01983
07/13/2023,BURGLARY_dev,QUEENS,FELONY,40.523047,-73.830879
02/15/2025,BURGLARY_dev,QUEENS,FELONY,40.525128,-73.73712
03/04/2024,BURGLARY_dev,QUEENS,FELONY,40.521813,-74.202029
06/01/2023,BURGLARY,QUEENS,FELONY,40.83777,-74.174899
12/09/2024,BURGLARY,QUEENS,FELONY,40.609761,-74.154278
01/19/2024,BURGLARY,QUEENS,FELONY,40.831085,-74.076865
01/05/2025,BURGLARY,QUEENS,MISDEMEANOR,40.636655,-73.997324
07/17/2022,BURGLARY,QUEENS,FELONY,40.832031,-73.966356
01/29/2024,BURGLARY,QUEENS,MISDEMEANOR,40.718036,-74.218298
03/11/2024,BURGLARY,QUEENS,FELONY,40.688082,-74.211125
09/18/2024,BURGLARY,QUEENS,MISDEMEANOR,40.726672,-73.709825
09/06/2022,BURGLARY,QUEENS,FELONY,40.883044,-73.774206
09/05/2022,BURGLARY,QUEENS,MISDEMEANOR,40.506749,-74.032122
08/24/2022,BURGLARY,QUEENS,VIOLATION,40.591435,-74.010207
03/10/2023,BURGLARY,QUEENS,FELONY,40.599554,-73.89465
12/18/2023,BURGLARY_dev,QUEENS,FELONY,40.792043,-73.97311
06/12/2025,BURGLARY_dev,QUEENS,MISDEMEANOR,40.768586,-73.92987
09/03/2023,BURGLARY,QUEENS,MISDEMEANOR,40.592043,-73.87396
01/01/2025,DRUG POSSESSION,QUEENS,MISDEMEANOR,40.711683,-74.042963
04/07/2025,DRUG POSSESSION,QUEENS,VIOLATION,40.557027,-73.995661
02/28/2023,DRUG POSSESSION,QUEENS,MISDEMEANOR,40.65555,-73.806235
03/26/2025,DRUG POSSESSION,QUEENS,MISDEMEANOR,40.748054,-74.109294
02/06/2023,DRUG POSSESSION,QUEENS,FELONY,40.655064,-74.053315
07/10/2024,DRUG POSSESSION,QUEENS,FELONY,40.681051,-73.928661
06/19/2025,DRUG POSSESSION,QUEENS,FELONY,40.879919,-73.798579
03/05/2023,DRUG POSSESSION,QUEENS,FELONY,40.596416,-74.009674
10/23/2023,DRUG POSSESSION,QUEENS,VIOLATION,40.889192,-73.885989
12/31/2023,DRUG POSSESSION,QUEENS,VIOLATION,40.780393,-74.067467
03/04/2024,DRUG POSSESSION,QUEENS,MISDEMEANOR,40.540003,-73.82961
06/22/2023,DRUG POSSESSION,QUEENS,MISDEMEANOR,40.688209,-73.960455
06/01/2025,DRUG POSSESSION,QUEENS,MISDEMEANOR,40.838884,-73.818536
11/28/2023,DRUG POSSESSION,QUEENS,MISDEMEANOR,40.677036,-73.732658
06/19/2024,DRUG POSSESSION,QUEENS,FELONY,40.803432,-73.933074
07/05/2025,DRUG POSSESSION,QUEENS,FELONY,40.570429,-74.193519
08/12/2023,DRUG POSSESSION,QUEENS,MISDEMEANOR,40.829325,-73.991709
04/27/2025,DRUG POSSESSION,QUEENS,MISDEMEANOR,40.717596,-73.90188
08/15/2023,DRUG POSSESSION,QUEENS,FELONY,40.650696,-74.127614
11/19/2022,DRUG POSSESSION,QUEENS,FELONY,40.715394,-74.184839
05/07/2025,DRUG POSSESSION,QUEENS,VIOLATION,40.801525,-73.792195
06/05/2023,DRUG POSSESSION,QUEENS,VIOLATION,40.846737,-73.97856
01/01/2024,DRUG POSSESSION,QUEENS,MISDEMEANOR,40.852268,-73.91848
01/20/2024,DRUG POSSESSION,QUEENS,VIOLATION,40.587677,-73.951207
12/08/2023,DRUG POSSESSION,QUEENS,MISDEMEANOR,40.726223,-73.864065
