,age,status,sex,orientation,body_type,diet,drinks,drugs,education,ethnicity,height,income,job,last_online,location,offspring,pets,religion,sign,smokes,speaks
9390,25,seeing someone,m,straight,a little extra,strictly anything,socially,never,dropped out of space camp,white,76.0,-1,other,2012-04-29-10-10,"martinez, california",,likes dogs and likes cats,other and laughing about it,sagittarius and it&rsquo;s fun to think about,no,english (fluently)
9391,29,single,m,straight,average,mostly anything,often,,graduated from college/university,asian,68.0,-1,banking / financial / real estate,2012-06-29-19-25,"san francisco, california",,likes dogs,,scorpio and it&rsquo;s fun to think about,no,"english (fluently), chinese (fluently)"
9392,42,single,m,straight,fit,mostly vegetarian,socially,never,graduated from ph.d program,white,73.0,100000,science / tech / engineering,2012-06-27-18-16,"berkeley, california","doesn't have kids, but wants them",likes dogs and likes cats,agnosticism and laughing about it,taurus but it doesn&rsquo;t matter,no,english
9393,68,single,m,straight,athletic,anything,socially,,graduated from college/university,white,70.0,50000,artistic / musical / writer,2012-06-30-06-34,"oakland, california","has kids, and might want more",,atheism and somewhat serious about it,cancer but it doesn&rsquo;t matter,no,"english, spanish"
9394,25,single,m,straight,athletic,,often,,graduated from college/university,white,69.0,80000,sales / marketing / biz dev,2012-06-27-16-14,"san francisco, california",doesn't have kids,,,gemini,no,english
9395,29,single,f,straight,average,,socially,never,graduated from masters program,white,61.0,-1,,2012-05-28-11-37,"san francisco, california",,,,pisces and it&rsquo;s fun to think about,no,english
9396,30,single,m,straight,athletic,strictly anything,socially,,graduated from space camp,other,69.0,-1,executive / management,2012-06-29-01-01,"san francisco, california",,has dogs,agnosticism,aquarius,,english
9397,21,single,f,bisexual,average,mostly vegetarian,socially,never,graduated from college/university,white,66.0,-1,,2012-06-29-22-00,"san francisco, california",doesn't have kids,,atheism and somewhat serious about it,virgo but it doesn&rsquo;t matter,no,"english (fluently), french (poorly), japanese (poorly)"
9398,31,single,m,straight,average,anything,not at all,never,high school,white,72.0,80000,transportation,2012-06-25-20-56,"martinez, california","doesn't have kids, but might want them",likes dogs and has cats,christianity,scorpio,trying to quit,english
9399,47,single,m,straight,jacked,,socially,never,graduated from masters program,white,71.0,-1,,2012-04-02-00-06,"oakland, california",has kids,likes dogs,,,no,english
9400,28,available,m,straight,average,,socially,never,working on college/university,white,72.0,20000,student,2012-06-24-23-03,"san anselmo, california",,likes dogs and likes cats,agnosticism and laughing about it,leo,yes,"english (fluently), sign language (poorly), polish (poorly)"
9401,36,single,f,straight,athletic,anything,socially,never,graduated from college/university,,68.0,80000,sales / marketing / biz dev,2012-06-14-20-33,"martinez, california",has kids,has dogs and likes cats,,leo but it doesn&rsquo;t matter,no,english
9402,32,single,m,straight,fit,,,,,,68.0,-1,,2012-06-08-04-59,"oakland, california",,,,gemini and it&rsquo;s fun to think about,,english
9403,22,single,f,straight,curvy,,often,often,graduated from college/university,asian,65.0,-1,artistic / musical / writer,2012-06-28-00-00,"san francisco, california",,likes dogs and likes cats,catholicism,libra,no,"english, spanish (okay), french (poorly)"
9404,21,single,m,straight,fit,,socially,never,,,72.0,-1,construction / craftsmanship,2012-06-29-17-43,"alameda, california",doesn't have kids,,,leo but it doesn&rsquo;t matter,yes,english
9405,45,single,m,straight,,mostly anything,socially,,dropped out of space camp,,77.0,50000,,2012-06-30-00-22,"san francisco, california","doesn't have kids, but wants them",likes dogs and dislikes cats,atheism and laughing about it,,no,"english (fluently), other (poorly)"
9406,30,single,f,straight,average,,socially,never,,"asian, white",64.0,-1,hospitality / travel,2012-04-02-11-53,"san francisco, california","doesn't have kids, but wants them",likes dogs and likes cats,catholicism but not too serious about it,leo but it doesn&rsquo;t matter,no,"english (fluently), chinese (fluently)"
9407,25,single,m,gay,thin,mostly anything,often,,working on ph.d program,white,69.0,-1,student,2012-06-29-23-07,"berkeley, california",,likes dogs and likes cats,,taurus but it doesn&rsquo;t matter,sometimes,"english (fluently), spanish (poorly)"
9408,19,single,f,straight,average,strictly anything,socially,,working on college/university,white,69.0,-1,student,2012-06-29-23-57,"san francisco, california",doesn't have kids,likes dogs and likes cats,atheism,taurus and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay)"
9409,38,single,f,straight,fit,mostly vegetarian,socially,never,graduated from college/university,white,66.0,50000,construction / craftsmanship,2012-06-29-16-41,"oakland, california",has a kid,has cats,,sagittarius and it&rsquo;s fun to think about,when drinking,english
9410,32,single,f,straight,curvy,mostly vegetarian,socially,never,graduated from college/university,white,66.0,-1,,2012-04-26-14-40,"el cerrito, california",,has dogs and likes cats,,sagittarius,,"english (fluently), french (poorly)"
9411,24,available,f,bisexual,average,,socially,sometimes,graduated from college/university,white,66.0,-1,entertainment / media,2012-03-15-02-24,"san francisco, california",,likes cats,atheism,capricorn,no,"english (fluently), spanish (poorly)"
9412,26,single,f,straight,fit,mostly anything,socially,,graduated from masters program,white,69.0,-1,artistic / musical / writer,2012-06-28-18-57,"san francisco, california","doesn't have kids, but wants them",likes dogs and likes cats,catholicism and laughing about it,capricorn but it doesn&rsquo;t matter,no,english (poorly)
9413,30,single,f,straight,fit,,socially,never,graduated from college/university,white,67.0,-1,banking / financial / real estate,2012-06-15-16-11,"san francisco, california",,,christianity but not too serious about it,gemini and it&rsquo;s fun to think about,no,"english (fluently), russian (fluently)"
9414,21,single,f,gay,average,mostly anything,socially,sometimes,working on college/university,white,66.0,-1,hospitality / travel,2012-06-27-01-03,"san francisco, california","doesn't have kids, but might want them",has dogs and has cats,agnosticism but not too serious about it,capricorn and it&rsquo;s fun to think about,yes,"english (fluently), irish (fluently), spanish (okay), french (poorly)"
9415,27,single,f,straight,fit,mostly vegetarian,socially,never,graduated from college/university,white,64.0,-1,education / academia,2012-06-29-00-17,"san francisco, california",,likes cats,,virgo and it&rsquo;s fun to think about,no,"english, english"
9416,37,available,f,straight,thin,mostly anything,socially,never,graduated from college/university,white,67.0,-1,medicine / health,2012-06-29-16-02,"san francisco, california",,,,virgo and it&rsquo;s fun to think about,no,"english, italian (poorly)"
9417,23,single,f,straight,curvy,,socially,,graduated from college/university,white,68.0,-1,sales / marketing / biz dev,2012-06-29-01-05,"oakland, california",,likes dogs,agnosticism but not too serious about it,gemini and it&rsquo;s fun to think about,no,"english (fluently), french (okay)"
9418,24,single,m,straight,athletic,mostly anything,socially,,,hispanic / latin,65.0,-1,other,2012-06-20-04-46,"east palo alto, california",,likes dogs and dislikes cats,christianity but not too serious about it,taurus but it doesn&rsquo;t matter,no,"english (fluently), spanish (fluently), japanese (poorly)"
9419,62,single,m,straight,thin,,socially,,graduated from college/university,white,72.0,50000,other,2012-05-26-12-02,"san mateo, california",has kids,likes dogs and likes cats,atheism and somewhat serious about it,gemini,no,english (fluently)
9420,27,single,f,straight,thin,,socially,,,,67.0,-1,medicine / health,2012-06-28-23-09,"san francisco, california",,has dogs,,gemini,,english
9421,25,single,f,straight,fit,,rarely,never,working on masters program,white,63.0,-1,,2012-05-07-12-22,"emeryville, california",,,,scorpio and it&rsquo;s fun to think about,no,english
9422,25,single,m,straight,fit,strictly anything,socially,never,graduated from college/university,asian,67.0,-1,computer / hardware / software,2012-06-29-09-48,"menlo park, california",,has dogs,,taurus but it doesn&rsquo;t matter,no,"english (fluently), vietnamese (okay)"
9423,40,single,f,bisexual,full figured,mostly anything,rarely,never,graduated from two-year college,"native american, white",70.0,-1,executive / management,2012-04-21-20-41,"pacifica, california","has kids, but doesn't want more",likes dogs and dislikes cats,buddhism but not too serious about it,sagittarius and it&rsquo;s fun to think about,no,"english (fluently), spanish (poorly)"
9424,49,single,m,straight,fit,,socially,never,graduated from college/university,white,73.0,-1,sales / marketing / biz dev,2012-06-28-21-17,"san francisco, california",,likes dogs,other,libra and it&rsquo;s fun to think about,no,"english (fluently), german (poorly)"
9425,38,single,m,straight,fit,strictly anything,socially,,graduated from college/university,white,70.0,-1,artistic / musical / writer,2012-06-29-20-11,"san mateo, california",,,,libra,,"english, french, spanish (okay)"
9426,31,single,m,straight,athletic,mostly anything,socially,,graduated from college/university,white,68.0,-1,banking / financial / real estate,2012-05-28-21-01,"san francisco, california",,likes dogs and likes cats,catholicism and somewhat serious about it,cancer and it&rsquo;s fun to think about,no,english (fluently)
9427,24,single,m,straight,,,,,,,76.0,-1,,2012-06-18-20-45,"san francisco, california",,,,,,english
9428,36,single,m,straight,athletic,,socially,never,,hispanic / latin,73.0,-1,hospitality / travel,2012-06-29-14-33,"san francisco, california","doesn't have kids, but wants them",,,pisces,no,english
9429,47,single,m,straight,average,,socially,never,graduated from masters program,black,76.0,-1,construction / craftsmanship,2012-05-21-09-44,"san francisco, california",has a kid,likes dogs,christianity and very serious about it,virgo but it doesn&rsquo;t matter,no,"english (okay), french (okay)"
9430,36,single,m,straight,athletic,mostly anything,socially,never,,white,74.0,-1,,2012-06-29-15-54,"sausalito, california",,,,,no,english
9431,39,single,m,straight,fit,mostly anything,,,graduated from college/university,asian,67.0,-1,other,2012-06-28-15-32,"redwood city, california",,,agnosticism,,no,"english, chinese (okay)"
9432,23,single,m,straight,athletic,,socially,never,graduated from college/university,white,65.0,-1,,2012-06-28-05-49,"emeryville, california",,likes dogs,judaism,virgo,no,english
9433,32,single,f,straight,a little extra,anything,not at all,sometimes,,asian,65.0,-1,clerical / administrative,2012-06-30-00-39,"daly city, california",doesn't have kids,has dogs,buddhism,aries,sometimes,"english (fluently), chinese (fluently), french (poorly)"
9434,32,married,m,straight,rather not say,,desperately,never,graduated from two-year college,"hispanic / latin, white",71.0,30000,artistic / musical / writer,2012-01-29-10-59,"san francisco, california",,dislikes dogs and has cats,atheism and laughing about it,libra and it&rsquo;s fun to think about,when drinking,"english (fluently), spanish (poorly), other (okay), esperanto (fluently), occitan (okay)"
9435,19,single,m,straight,fit,,rarely,never,working on college/university,white,72.0,-1,student,2012-06-29-23-47,"san francisco, california",doesn't have kids,has dogs and likes cats,agnosticism,,no,"english (fluently), spanish (poorly), c++ (okay)"
9436,45,single,m,straight,athletic,,,,graduated from college/university,white,67.0,-1,executive / management,2012-06-29-21-11,"mill valley, california",doesn't have kids,likes dogs and likes cats,agnosticism,gemini,,english
9437,27,single,m,straight,athletic,,socially,,graduated from college/university,,71.0,-1,other,2012-01-26-12-05,"san francisco, california",,,,,,english
9438,27,available,f,gay,average,,socially,never,graduated from college/university,white,64.0,-1,,2012-06-21-11-36,"san francisco, california",,likes dogs and likes cats,agnosticism but not too serious about it,scorpio and it&rsquo;s fun to think about,no,"english (fluently), spanish (poorly)"
9439,26,seeing someone,m,straight,fit,,socially,never,working on law school,white,73.0,-1,law / legal services,2012-06-13-16-59,"san francisco, california",,has dogs,,gemini and it&rsquo;s fun to think about,no,english
9440,41,single,f,straight,average,,socially,,graduated from masters program,white,64.0,70000,other,2012-03-24-17-14,"oakland, california",,has dogs and likes cats,,taurus,no,"english, french (fluently), italian (poorly)"
9441,29,single,m,straight,athletic,,socially,never,graduated from med school,white,75.0,60000,medicine / health,2012-06-12-16-08,"san francisco, california",doesn't have kids,likes dogs and dislikes cats,buddhism,capricorn but it doesn&rsquo;t matter,no,"english, italian, spanish, portuguese, hindi"
9442,25,single,m,straight,athletic,,socially,never,,black,72.0,-1,,2011-08-10-17-04,"richmond, california",,,,pisces,no,english
9443,44,single,m,straight,athletic,mostly anything,desperately,,graduated from ph.d program,white,69.0,-1,,2011-08-03-02-40,"san francisco, california",,,,aquarius,no,"english, french, ancient greek, italian, spanish"
9444,32,single,f,bisexual,athletic,strictly vegetarian,not at all,never,graduated from college/university,white,68.0,-1,student,2012-06-26-08-31,"fairfax, california","doesn't have kids, but wants them",has dogs,other and somewhat serious about it,virgo and it&rsquo;s fun to think about,no,english
9445,31,single,m,straight,thin,,socially,never,working on ph.d program,white,70.0,-1,,2012-06-19-10-18,"berkeley, california",,,,,no,english
9446,25,married,f,bisexual,full figured,strictly anything,rarely,never,graduated from two-year college,white,68.0,-1,other,2011-11-17-19-17,"south san francisco, california",,likes dogs,agnosticism and laughing about it,aries and it&rsquo;s fun to think about,when drinking,"english (fluently), spanish (okay)"
9447,21,single,m,straight,full figured,mostly vegetarian,socially,never,working on college/university,,67.0,-1,student,2012-06-29-22-01,"berkeley, california",,likes dogs and likes cats,judaism and laughing about it,sagittarius and it&rsquo;s fun to think about,no,"english (fluently), c++ (poorly)"
9448,31,single,m,straight,average,,socially,never,graduated from masters program,white,71.0,-1,,2012-06-22-14-21,"fairfax, california",,,,virgo but it doesn&rsquo;t matter,sometimes,english
9449,35,single,f,straight,athletic,,socially,never,dropped out of masters program,,63.0,-1,other,2012-06-30-08-23,"san francisco, california",,likes dogs and likes cats,,scorpio and it&rsquo;s fun to think about,no,"english (fluently), french (okay)"
9450,28,single,f,straight,average,,not at all,never,graduated from college/university,white,64.0,-1,executive / management,2012-06-05-01-38,"san francisco, california",,has dogs,,scorpio and it&rsquo;s fun to think about,sometimes,english
9451,35,single,m,gay,athletic,mostly vegetarian,socially,never,graduated from masters program,white,72.0,-1,other,2012-05-25-09-03,"san francisco, california",,,agnosticism,gemini,no,english
9452,24,single,m,straight,,mostly anything,socially,never,graduated from masters program,white,75.0,-1,artistic / musical / writer,2012-06-12-22-49,"san francisco, california","doesn't have kids, but wants them",,catholicism and very serious about it,libra but it doesn&rsquo;t matter,no,"english (fluently), french (fluently), italian (okay), occitan (fluently), latin (okay)"
9453,20,single,m,straight,average,,often,sometimes,working on college/university,white,73.0,-1,,2012-06-30-02-10,"san mateo, california",,,atheism and somewhat serious about it,,when drinking,english
9454,32,single,m,straight,fit,,socially,never,graduated from college/university,asian,70.0,50000,sales / marketing / biz dev,2012-01-12-10-09,"oakland, california",,likes dogs and has cats,atheism and laughing about it,libra but it doesn&rsquo;t matter,when drinking,english (okay)
9455,21,single,f,bisexual,overweight,anything,socially,,working on college/university,white,63.0,-1,science / tech / engineering,2012-06-29-22-55,"san francisco, california",doesn't want kids,likes dogs and likes cats,agnosticism and laughing about it,,no,"english, latin (poorly)"
9456,39,single,f,straight,,,socially,,graduated from law school,white,67.0,-1,entertainment / media,2012-06-27-13-47,"san francisco, california",,likes dogs,catholicism but not too serious about it,scorpio,no,english
9457,25,single,m,straight,athletic,strictly anything,socially,sometimes,graduated from college/university,white,73.0,-1,construction / craftsmanship,2012-06-28-22-08,"san francisco, california",doesn't have kids,,,aries but it doesn&rsquo;t matter,no,"english (fluently), other (poorly)"
9458,25,single,m,straight,fit,,,never,graduated from college/university,white,70.0,-1,,2012-06-29-18-51,"walnut creek, california",,,,,,english
9459,27,single,f,straight,a little extra,mostly anything,often,never,graduated from college/university,white,66.0,20000,hospitality / travel,2012-06-24-17-26,"san anselmo, california",,has dogs and has cats,other and laughing about it,cancer and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay)"
9460,24,single,f,straight,,vegan,socially,never,graduated from college/university,white,67.0,-1,law / legal services,2012-06-30-02-01,"san francisco, california",,,atheism,libra,no,"english, chinese (okay)"
9461,31,single,f,straight,used up,mostly anything,socially,never,graduated from college/university,white,70.0,-1,medicine / health,2012-06-29-19-37,"sausalito, california","doesn't have kids, but wants them",likes dogs,,capricorn but it doesn&rsquo;t matter,no,"english, english"
9462,31,single,f,straight,average,mostly anything,often,never,graduated from masters program,asian,66.0,-1,other,2012-06-29-15-08,"san francisco, california",doesn't want kids,dislikes dogs and dislikes cats,atheism,scorpio and it&rsquo;s fun to think about,no,english (fluently)
9463,65,single,f,straight,fit,,often,never,graduated from masters program,white,66.0,-1,hospitality / travel,2012-04-18-17-07,"san francisco, california",,,,,no,english
9464,34,single,f,straight,average,mostly vegetarian,,,graduated from law school,white,68.0,-1,law / legal services,2012-06-04-21-05,"san francisco, california",,likes dogs and has cats,buddhism,taurus,,"english, spanish (poorly)"
9465,19,single,f,straight,average,vegan,often,often,working on college/university,other,72.0,-1,other,2012-06-29-23-17,"alameda, california",doesn't have kids,has cats,agnosticism and laughing about it,gemini and it&rsquo;s fun to think about,when drinking,"english (okay), spanish (poorly)"
9466,27,single,f,straight,average,anything,socially,,graduated from masters program,,64.0,-1,science / tech / engineering,2012-06-29-12-34,"san francisco, california",doesn't have kids,likes dogs and likes cats,agnosticism but not too serious about it,gemini but it doesn&rsquo;t matter,no,"english (fluently), spanish (okay)"
9467,25,single,m,gay,thin,,often,,working on college/university,white,66.0,-1,,2012-06-28-10-03,"san francisco, california",,has cats,atheism,leo but it doesn&rsquo;t matter,when drinking,english
9468,23,single,m,straight,athletic,,rarely,never,working on college/university,"black, hispanic / latin",66.0,-1,sales / marketing / biz dev,2012-05-21-16-45,"richmond, california",,likes dogs,,libra,,"english, spanish (poorly)"
9469,20,single,m,straight,skinny,,often,never,,black,70.0,-1,,2012-02-16-22-04,"san francisco, california",,,christianity,aries and it&rsquo;s fun to think about,no,english
9470,26,single,m,straight,average,strictly vegetarian,often,sometimes,working on college/university,white,74.0,20000,student,2012-06-30-03-28,"oakland, california","doesn't have kids, and doesn't want any",likes dogs and likes cats,atheism but not too serious about it,capricorn but it doesn&rsquo;t matter,no,english (fluently)
9471,19,single,f,gay,average,mostly anything,socially,never,working on college/university,"hispanic / latin, white",63.0,-1,unemployed,2011-07-06-23-49,"san francisco, california",,likes dogs and has cats,agnosticism,sagittarius but it doesn&rsquo;t matter,no,english (fluently)
9472,25,single,f,straight,average,,rarely,never,graduated from college/university,asian,60.0,-1,,2012-05-24-14-06,"daly city, california",,,agnosticism,leo,no,english
9473,28,single,f,straight,,,socially,never,,,64.0,-1,student,2012-06-26-19-25,"berkeley, california",,,,pisces,no,english
9474,35,single,f,straight,average,mostly anything,socially,,graduated from masters program,white,62.0,-1,education / academia,2012-06-29-21-56,"san francisco, california","doesn't have kids, but might want them",likes dogs and likes cats,,capricorn and it&rsquo;s fun to think about,,"english (fluently), french (poorly)"
9475,68,single,m,straight,athletic,anything,,never,,white,70.0,-1,,2012-03-21-12-02,"walnut creek, california",,,,,,english
9476,30,seeing someone,m,straight,fit,,often,never,working on college/university,asian,68.0,-1,student,2012-06-27-23-59,"san francisco, california",,,agnosticism but not too serious about it,,no,"english (fluently), chinese (fluently)"
9477,52,single,f,straight,thin,,socially,never,graduated from college/university,white,68.0,-1,executive / management,2012-06-15-11-31,"mill valley, california",has a kid,has dogs,christianity but not too serious about it,aries,no,"english (fluently), italian (poorly)"
9478,40,single,f,straight,fit,other,socially,never,graduated from masters program,other,66.0,-1,other,2012-06-29-18-59,"oakland, california",,likes dogs and likes cats,other and laughing about it,libra and it&rsquo;s fun to think about,no,"english, french (poorly)"
9479,21,single,m,straight,average,mostly anything,not at all,never,working on two-year college,"black, indian, white",73.0,-1,other,2012-06-12-21-31,"hayward, california",doesn't have kids,,christianity and somewhat serious about it,pisces and it&rsquo;s fun to think about,yes,english
9480,51,single,m,straight,fit,strictly anything,socially,,graduated from college/university,white,70.0,-1,artistic / musical / writer,2012-06-29-11-51,"oakland, california",,likes dogs and likes cats,other,leo and it&rsquo;s fun to think about,no,english
9481,30,single,m,straight,a little extra,anything,socially,never,,hispanic / latin,69.0,-1,construction / craftsmanship,2012-06-30-03-10,"san leandro, california","has kids, but doesn't want more",,,aquarius,yes,"english, spanish"
9482,27,single,f,straight,curvy,other,socially,sometimes,graduated from college/university,"hispanic / latin, white",62.0,-1,other,2012-06-28-09-17,"san francisco, california","doesn't have kids, but might want them",likes dogs and likes cats,other and laughing about it,gemini and it&rsquo;s fun to think about,no,"english, spanish (fluently)"
9483,22,single,f,straight,,mostly anything,socially,never,graduated from college/university,white,68.0,-1,sales / marketing / biz dev,2012-06-25-00-49,"san francisco, california",,,,capricorn,no,"english (fluently), chinese (fluently), hungarian (poorly), other (okay)"
9484,28,single,f,straight,average,,socially,never,graduated from college/university,white,67.0,-1,political / government,2012-06-18-20-30,"san francisco, california","doesn't have kids, but wants them",likes dogs,christianity,,no,english
9485,34,single,f,straight,,mostly vegan,socially,,graduated from masters program,white,65.0,-1,science / tech / engineering,2012-06-29-20-20,"berkeley, california","doesn't have kids, but might want them",likes dogs and has cats,atheism,virgo but it doesn&rsquo;t matter,no,english
9486,31,single,f,straight,fit,anything,socially,,graduated from college/university,white,69.0,80000,other,2012-06-10-11-16,"san francisco, california",,,christianity,capricorn,no,"english (fluently), italian (okay)"
9487,59,single,m,gay,average,mostly anything,socially,never,graduated from college/university,white,71.0,100000,medicine / health,2012-06-29-14-52,"albany, california","has kids, but doesn't want more",likes dogs and likes cats,agnosticism,gemini but it doesn&rsquo;t matter,no,english
9488,18,single,m,straight,average,strictly anything,not at all,never,working on two-year college,white,72.0,-1,student,2012-06-23-11-26,"san francisco, california",,likes dogs and has cats,atheism,pisces and it&rsquo;s fun to think about,no,english (fluently)
9489,42,single,f,straight,thin,,socially,never,graduated from college/university,white,67.0,-1,sales / marketing / biz dev,2012-06-26-13-57,"san francisco, california",has a kid,likes cats,judaism but not too serious about it,pisces and it&rsquo;s fun to think about,no,"english (fluently), german (fluently), dutch (fluently), hebrew (poorly)"
9490,24,single,f,straight,average,mostly vegetarian,socially,,graduated from college/university,,66.0,-1,,2012-06-07-13-42,"san francisco, california",,,atheism and laughing about it,leo and it&rsquo;s fun to think about,sometimes,english
9491,31,single,f,straight,fit,mostly vegetarian,socially,,graduated from masters program,white,67.0,-1,education / academia,2012-04-20-14-35,"san francisco, california","doesn't have kids, but wants them",likes dogs and likes cats,other but not too serious about it,aquarius and it&rsquo;s fun to think about,,english (fluently)
9492,20,single,m,straight,used up,mostly anything,socially,,working on two-year college,"black, hispanic / latin",67.0,20000,medicine / health,2011-08-22-18-10,"san francisco, california",,has dogs and likes cats,christianity but not too serious about it,capricorn and it&rsquo;s fun to think about,sometimes,english (fluently)
9493,34,single,f,straight,average,,often,never,graduated from college/university,white,68.0,30000,other,2012-05-06-09-47,"oakland, california",,has dogs,,cancer but it doesn&rsquo;t matter,no,"english (fluently), french (okay), spanish (poorly), sign language (poorly)"
9494,28,single,f,straight,fit,,socially,never,graduated from college/university,"white, other",61.0,-1,other,2012-06-04-18-01,"san francisco, california",,dislikes cats,christianity but not too serious about it,aquarius and it&rsquo;s fun to think about,no,english (fluently)
9495,37,single,m,straight,athletic,anything,often,,,white,74.0,-1,,2012-06-29-19-13,"san francisco, california",,,,scorpio but it doesn&rsquo;t matter,no,english
9496,24,single,f,straight,average,,socially,,,white,63.0,-1,entertainment / media,2012-06-04-21-31,"san francisco, california",doesn't have kids,,judaism but not too serious about it,taurus and it&rsquo;s fun to think about,,english
9497,28,single,f,straight,overweight,mostly vegetarian,often,never,graduated from college/university,white,69.0,30000,other,2012-04-12-00-52,"redwood city, california","doesn't have kids, but wants them",dislikes dogs and has cats,atheism and very serious about it,aquarius and it&rsquo;s fun to think about,no,"english (fluently), c++ (poorly)"
9498,30,single,f,straight,athletic,strictly vegetarian,socially,never,,white,60.0,-1,,2012-06-02-00-50,"san francisco, california",,,,,no,english
9499,24,single,f,straight,,vegetarian,socially,,graduated from college/university,white,67.0,-1,,2012-05-12-17-19,"berkeley, california",,likes dogs,,gemini,when drinking,english
9500,23,single,m,straight,fit,mostly anything,,,graduated from college/university,,74.0,20000,other,2012-01-20-22-59,"san francisco, california",,likes dogs and likes cats,agnosticism and laughing about it,libra and it&rsquo;s fun to think about,,"english (fluently), spanish, swedish"
9501,28,seeing someone,f,straight,,,socially,,graduated from college/university,,70.0,-1,,2012-02-25-14-51,"san francisco, california",,likes dogs and likes cats,atheism and laughing about it,aquarius and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay)"
9502,31,single,m,straight,athletic,mostly anything,socially,,graduated from ph.d program,white,72.0,-1,education / academia,2012-06-26-09-15,"berkeley, california",,,catholicism and laughing about it,,no,english
9503,34,single,f,straight,average,mostly anything,socially,never,graduated from law school,white,67.0,-1,law / legal services,2012-06-29-20-47,"alameda, california",has a kid,has dogs,christianity but not too serious about it,leo and it&rsquo;s fun to think about,no,english
9504,36,single,m,straight,fit,,socially,never,graduated from college/university,white,74.0,-1,science / tech / engineering,2012-06-26-08-03,"menlo park, california",,likes cats,other but not too serious about it,pisces and it&rsquo;s fun to think about,no,english
9505,33,single,f,straight,fit,mostly anything,socially,never,graduated from college/university,hispanic / latin,63.0,-1,artistic / musical / writer,2012-06-29-09-20,"san francisco, california",doesn't have kids,has dogs,,virgo,no,"english (fluently), spanish (okay)"
9506,43,single,f,straight,athletic,mostly vegetarian,socially,,graduated from college/university,white,65.0,-1,artistic / musical / writer,2012-06-29-16-17,"belvedere tiburon, california",doesn't have kids,likes dogs and likes cats,other and somewhat serious about it,leo and it&rsquo;s fun to think about,no,"english (fluently), spanish (poorly)"
9507,41,single,m,straight,fit,,socially,never,graduated from masters program,,67.0,-1,political / government,2012-06-29-22-44,"mountain view, california",,,agnosticism but not too serious about it,pisces but it doesn&rsquo;t matter,no,english
9508,62,single,f,straight,average,,socially,never,graduated from college/university,asian,60.0,-1,rather not say,2011-07-24-17-18,"san francisco, california",has a kid,has dogs and dislikes cats,catholicism but not too serious about it,libra and it matters a lot,no,english (fluently)
9509,28,single,m,straight,athletic,strictly anything,socially,never,working on med school,white,73.0,60000,medicine / health,2012-06-30-02-49,"san francisco, california","doesn't have kids, but wants them",likes dogs and likes cats,christianity,aries and it&rsquo;s fun to think about,no,"english, spanish (okay)"
9510,31,single,m,gay,athletic,mostly anything,socially,sometimes,,white,72.0,-1,hospitality / travel,2012-04-05-21-46,"san francisco, california",,,atheism,scorpio but it doesn&rsquo;t matter,sometimes,english
9511,34,single,m,gay,average,,socially,,dropped out of college/university,white,71.0,-1,hospitality / travel,2012-04-28-12-42,"san francisco, california",doesn't want kids,likes dogs and has cats,atheism and laughing about it,leo and it&rsquo;s fun to think about,when drinking,english (fluently)
9512,29,single,m,gay,athletic,anything,rarely,never,two-year college,white,70.0,-1,,2012-03-01-15-17,"san francisco, california","doesn't have kids, and doesn't want any",likes dogs and has cats,,aries,no,"english (fluently), french (okay), swedish (poorly)"
9513,49,single,f,straight,overweight,,rarely,never,graduated from college/university,white,64.0,-1,rather not say,2012-06-14-15-14,"castro valley, california",,likes dogs and likes cats,,pisces and it&rsquo;s fun to think about,no,english
9514,50,single,m,gay,a little extra,mostly anything,very often,never,graduated from college/university,white,74.0,-1,political / government,2012-06-22-15-31,"san francisco, california",,likes dogs and likes cats,other and laughing about it,cancer and it&rsquo;s fun to think about,no,"english (fluently), latin (poorly), french (poorly)"
9515,19,single,m,straight,skinny,mostly anything,socially,sometimes,working on college/university,white,74.0,-1,student,2012-03-08-01-28,"berkeley, california",,,atheism,,sometimes,english
9516,24,single,f,straight,curvy,anything,socially,never,graduated from college/university,,68.0,-1,banking / financial / real estate,2012-06-29-22-01,"san francisco, california",,likes dogs,,pisces but it doesn&rsquo;t matter,no,english
9517,34,single,f,straight,curvy,mostly anything,socially,never,working on space camp,white,67.0,-1,,2012-06-29-21-25,"san francisco, california",,likes dogs and likes cats,,,,"english (fluently), spanish (okay), sign language (poorly), latin (poorly)"
9518,22,single,m,straight,average,strictly anything,socially,never,working on college/university,white,70.0,-1,sales / marketing / biz dev,2012-04-29-00-08,"millbrae, california",,likes dogs and likes cats,,sagittarius but it doesn&rsquo;t matter,no,english (fluently)
9519,24,single,m,straight,athletic,mostly anything,very often,sometimes,working on college/university,white,74.0,20000,student,2012-06-30-01-10,"berkeley, california",doesn't have kids,likes dogs and likes cats,,libra,sometimes,english
9520,35,single,m,straight,fit,mostly anything,,never,graduated from masters program,asian,67.0,100000,science / tech / engineering,2011-09-23-15-02,"san francisco, california",,likes dogs and likes cats,buddhism,aquarius,no,"english (fluently), chinese (fluently)"
9521,28,single,f,straight,skinny,,socially,never,graduated from law school,white,62.0,-1,law / legal services,2012-06-30-08-27,"san francisco, california",,likes dogs and dislikes cats,judaism but not too serious about it,,no,"english (fluently), russian (fluently), french (okay)"
